bugged_date;receipt_date;deputy_id;political_party;state_code;deputy_name;receipt_social_security_number;receipt_description;establishment_name;receipt_value
0;20/06/2013 10:59;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;22
0;12/07/2013 16:53;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;7
0;30/08/2013 17:06;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;8
0;23/09/2013 15:34;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;68
0;24/10/2013 17:40;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;61
0;01/11/2013 12:05;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;31
0;11/12/2013 15:18;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;15
0;13/12/2013 16:32;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;7
0;18/12/2013 17:09;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;68
0;09/04/2013 10:52;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - ENCOMENDA PAC;22
0;27/06/2013 11:15;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - ENCOMENDA PAC;18
0;21/10/2013 13:23;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - ENCOMENDA PAC;35
